序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week
14,美國,絕命直播,2020/03/27,香港商甲上娛樂有限公司台灣分公司,"Live Movie, LLC",80,"1,807",-70.29%,"413,171","15,355","3,491,756",20200406
15,日本,Re：從零開始的異世界生活-外傳篇章電影,2020/03/27,木棉花國際股份有限公司,"KADOKAWA SHOTEN CO., LTD.",18,"1,502",-69.44%,"332,532","12,009","2,669,714",20200406
16,美國,無聲救援,2020/03/27,車庫娛樂股份有限公司,ROCKET SCIENCE INDUSTRIES LTD.,47,660,-76.41%,"153,010","6,779","1,552,965",20200406
17,日本,最初的晚餐,2020/03/27,威視股份有限公司,KADOKAWA CORPORATION,28,188,-74.03%,"41,448","1,703","385,581",20200406
18,法國,迷雁返家路,2020/03/27,可樂藝術文創股份有限公司,Société Nouvelle de Distribution (SND),26,162,-76.89%,"34,540","1,752","383,223",20200406
19,日本,記憶屋,2020/03/27,天馬行空數位有限公司,"Shochiku Co., Ltd",16,141,-76.92%,"31,869","1,737","398,636",20200406
20,美國,我的學生都是配樂大師,2020/03/27,造次文化有限公司,"Cardinal XD, LLC",7,82,-76.37%,"18,520",645,"147,659",20200406
21,法國,聲入奇境：經典配樂大師,2020/03/27,佳映娛樂國際股份有限公司,Wide House,7,66,-63.93%,"14,570",489,"109,640",20200406
22,加拿大,鏡中驚魂,2020/03/27,暗光鳥有限公司,"GEM ENTERTAINMENT, KFT.",6,62,-62.42%,"14,013",407,"90,239",20200406
23,英國,我們的家不是我們的家,2020/03/27,天馬行空數位有限公司,PROTAGONIST PICTURES LIMITED,7,57,-66.86%,"12,140",535,"117,184",20200406
24,日本,東京喰種S,2020/03/27,車庫娛樂股份有限公司,"SHOCHIKU CO., LTD.",14,38,-87.21%,"9,340",759,"178,881",20200406
25,法國,奧斯卡配樂大師：亞歷山大戴斯培,2020/03/27,佳映娛樂國際股份有限公司,Wide House,2,37,-64.42%,"7,335",187,"39,937",20200406
26,中華民國,我不流行二十年,2020/03/20,韶光電影有限公司,角頭文化事業股份有限公司,5,156,0.00%,"41,648",833,"189,848",20200406
27,美國,依然相信,2020/03/20,車庫娛樂股份有限公司,LIONS GATE INTERNATIONAL (UK) LIMITED,15,110,-78.26%,"27,728","5,646","1,339,701",20200406
28,日本,搖滾師匠：細野晴臣,2020/03/20,中影股份有限公司,日活株式會社(NIKKATSU CORPORATION),4,64,-63.01%,"13,575","1,044","223,960",20200406
29,美國,A+瞎妹,2020/03/20,車庫娛樂股份有限公司,METRO-GOLDWYN-MAYER STUDIOS INC.,6,43,-85.57%,"10,150","2,860","659,811",20200406
30,德國,不愛鋼琴師,2020/03/20,光年映畫有限公司,Beta Cinema GmbH,1,42,-59.22%,"8,760",804,"172,355",20200406
31,南韓,神之一手：鬼手篇,2020/03/20,車庫娛樂股份有限公司,"CJ ENM CO., LTD.",5,24,-77.14%,"4,990","2,215","506,076",20200406
32,美國,最後晚安曲,2020/03/20,本萃電影有限公司,Westend Films Ltd.,3,17,-77.63%,"3,780","1,660","356,975",20200406
33,法國,我出去醫下,2020/03/20,原創娛樂股份有限公司,Other Angle Pictures,6,15,-89.80%,"3,405","2,446","550,648",20200406
34,中華民國,練愛iNG,2020/03/13,威視股份有限公司,量能文創股份有限公司##聚善美文創娛樂有限公司##遊戲橘子數位科技股份有限公司##恆動工作室##天鵬翱翔集團有限公司,37,"1,069",-65.90%,"258,674","37,761","8,800,531",20200406
35,日本,劇場版 不起眼女主角培育法 Fine,2020/03/13,車庫娛樂股份有限公司,ANIPLEX INC.,15,876,-35.78%,"215,531","19,404","4,739,414",20200406
36,美國,鋼鐵勳章,2020/03/13,采昌國際多媒體股份有限公司,Freeway Entertainment Kft,7,53,-83.01%,"13,183","12,144","2,743,251",20200406
37,波蘭,另類神父,2020/03/13,聯影企業股份有限公司,New Europe Film Sales,1,28,-69.23%,"6,140","1,953","411,702",20200406
38,南韓,南山的部長們,2020/03/13,車庫娛樂股份有限公司,SHOWBOX CORP.,1,10,-76.19%,"2,375","2,251","530,924",20200406
39,泰國,通靈少年2020,2020/03/13,英屬維京群島商高捷全球開發有限公司 台灣分公司,"Sahamongkolfilm International Co., Ltd.",2,6,-82.35%,"1,100","4,510","974,268",20200406
40,美國,血衛,2020/03/12,薩摩亞商雄讚股份有限公司台灣分公司,"Bona Film Investment Company (Pacific RIM, USA)",87,"4,494",-66.30%,"1,092,490","255,152","60,893,694",20200406
41,南韓,大畫特務,2020/03/06,香港商甲上娛樂有限公司台灣分公司,"LOTTE CULTUREWORKS CO., LTD.",16,109,-77.62%,"24,320","51,608","11,805,850",20200406
42,法國,導演先生的完美假期,2020/03/06,繁盛映畫有限公司,Wild Bunch,1,62,-28.74%,"13,430","2,833","603,497",20200406
43,南韓,明明會說話,2020/03/06,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,LittleBig Pictures,3,24,-74.47%,"5,180","20,308","4,490,036",20200406
44,中華民國,女鬼橋,2020/02/27,星泰國際娛樂股份有限公司,樂到家國際娛樂股份有限公司##天馬傳播事業有限公司##得藝文創國際股份有限公司##大慕影藝國際事業股份有限公司##氧氣電影有限公司##華映娛樂股份有限公司##海樂影業股份有限公司,51,894,-70.21%,"208,496","250,379","57,761,803",20200406
45,美國,隱形人,2020/02/27,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,41,724,-68.30%,"183,824","219,630","52,232,848",20200406
46,日本,鳴鳥不飛：烏雲密布,2020/02/27,采昌國際多媒體股份有限公司,SPO Entertainment Inc.,11,133,-74.86%,"31,645","28,334","6,894,872",20200406
47,美國,極地守護犬,2020/02/27,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",8,56,-70.53%,"12,305","71,287","15,989,742",20200406
48,美國,怨咒,2020/02/27,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,3,12,-25.00%,"2,740","20,850","4,693,762",20200406
49,瑞典,千日千夜,2020/02/27,東昊影業有限公司,Roy Andersson Filmproduktion AB,1,11,-35.29%,"2,430","2,568","560,162",20200406
50,美國,音速小子,2020/02/21,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,1,10,-78.72%,"2,610","102,388","24,021,720",20200406
51,西班牙,絕命大平台,2020/02/21,原創娛樂股份有限公司,Latido Consorcio De Exportacion Del Cine Espanol SL,1,4,-71.43%,840,"7,269","1,606,463",20200406
52,日本,愛情人形,2020/02/14,天馬行空數位有限公司,NIKKATSU CORPORATION,1,12,0.00%,"1,920","3,365","762,616",20200406
53,南韓,"超""人""氣動物園",2020/02/14,車庫娛樂股份有限公司,"FINECUT CO., LTD.",1,1,-85.71%,200,"139,408","32,522,116",20200406
54,日本,蜜蜂與遠雷,2020/02/07,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"Toho Co., Ltd",1,12,0.00%,"1,920","6,413","1,446,943",20200406
55,美國,我的寶貝男孩,2020/02/07,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,2,7,-92.63%,410,"1,463","258,229",20200406
56,日本,王牌辯士,2020/01/31,天馬行空數位有限公司,"TOEI COMPANY, LTD.",2,13,-63.89%,"1,890","1,446","301,525",20200406
57,美國,1917,2020/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,12,646,-18.64%,"211,293","298,585","73,635,161",20200406
58,南韓,紅鞋公主與七矮人,2020/01/30,可樂藝術文創股份有限公司,"FINECUT CO., LTD",2,4,400.00%,"1,040","22,638","5,230,667",20200406
59,美國,杜立德,2020/01/23,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,3,216,0.00%,"20,560","315,966","75,791,482",20200406
60,香港,肥龍過江,2020/01/23,華映娛樂股份有限公司,星王朝有限公司##上海博納文化傳媒有限公司##博納影業集團股份有限公司##上海新文化影業有限公司##電視廣播有限公司##太陽娛樂文化有限公司##上海杠杠影視文化有限公司##霍爾果斯環星影視傳媒有限公司##上海優創影視文化有限公司,4,165,-46.25%,"12,720","61,821","13,582,882",20200406
61,中華民國,你的情歌,2020/01/23,香港商甲上娛樂有限公司台灣分公司,奇想事企業有限公司##能率影業股份有限公司##香港商甲上娛樂有限公司台灣分公司 ##采昌國際多媒體股份有限公司  ##英屬維京群島商敦宜股份有限公司台灣分公司,1,44,0.00%,"3,400","82,620","19,371,268",20200406
62,中華民國,喜從天降,2020/01/23,影一製作所股份有限公司,影一製作所股份有限公司,1,20,-16.67%,"2,920","16,059","3,634,919",20200406
63,俄羅斯,岳父受死吧,2020/01/23,麻吉砥加電影有限公司,REEL SUSPECTS S.A.R.L.,2,9,0.00%,"1,855",305,"69,719",20200406
64,美國,深海終劫站,2020/01/22,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",5,441,22.16%,"32,550","177,865","40,470,730",20200406
65,美國,變身特務,2020/01/22,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",4,209,127.17%,"15,450","181,216","41,366,602",20200406
66,美國,不完美的正義,2020/01/17,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,4,223,555.88%,"15,660","47,260","10,870,917",20200406
67,丹麥,在黑暗中漫舞：20週年數位修復版,2020/01/17,光年映畫有限公司,TRUSTNORDISK APS,3,61,5.17%,"13,400","4,673","1,037,916",20200406
68,日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,17,14,-79.71%,"3,430","17,882","4,222,258",20200406
69,南韓,青春催落去,2020/01/17,車庫娛樂股份有限公司,CONTENTS PANDA,1,12,-50.00%,"1,760","5,495","1,178,100",20200406
70,美國,絕地戰警FOR LIFE,2020/01/16,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,8,811,-4.14%,"62,700","573,337","136,778,945",20200406
71,西班牙,逃出天堂島,2020/01/10,海樂影業股份有限公司,GEM ENTERTAINMENT KFT.,1,15,-76.19%,825,"7,572","1,471,547",20200406
72,法國,星星知我心,2020/01/10,采昌國際多媒體股份有限公司,PATHE FILMS S.A.S,1,6,-75.00%,300,"1,581","301,605",20200406
73,美國,兔嘲男孩,2020/01/03,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",5,479,38.84%,"38,945","90,258","21,011,383",20200406
74,印度,真愛裁會贏,2020/01/03,水元素文化傳媒有限公司,YASH RAJ FILMS PRIVATE LIMITED,2,45,-66.67%,"3,325","7,018","1,339,221",20200406
75,法國,燃燒女子的畫像,2019/12/20,東昊影業有限公司,MK2 Films,2,22,22.22%,"3,420","15,158","3,341,748",20200406
76,香港,葉問4：完結篇,2019/12/19,華映娛樂股份有限公司,東方影業出品有限公司,8,470,-57.85%,"40,535","809,055","185,361,223",20200406
77,加拿大,8級警戒,2019/12/13,車庫娛樂股份有限公司,"XYZ FILMS, LLC",1,10,-85.07%,800,"5,697","1,142,543",20200406
78,美國,野蠻遊戲：全面晉級,2019/12/04,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,32,721,-53.57%,"145,619","812,176","190,784,492",20200406
79,英國,茱莉小姐,2019/12/04,威秀影城股份有限公司,The Royal National Theatre,1,6,0.00%,"4,200",391,"254,180",20200406
80,英國,哈利路亞！,2019/12/04,威秀影城股份有限公司,The Royal National Theatre,4,6,-50.00%,"3,920",347,"220,560",20200406
81,中華民國,狂飆一夢,2019/11/29,廖建華影像工作室,廖建華影像工作室##一顆星工作室有限公司,1,4,-92.59%,970,"1,613","351,514",20200406
82,西班牙/德國/荷蘭,布紐爾 超現實人生,2019/11/29,佳映娛樂國際股份有限公司,LATIDO CONSORCIO DE EXPORTACION DEL CINE ESPANOL SL,1,0,0.00%,0,647,"140,610",20200406
83,美國,賽道狂人,2019/11/26,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",2,40,-50.62%,"3,480","318,567","77,725,858",20200406
84,美國,冰雪奇緣2,2019/11/21,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",6,234,-60.41%,"19,340","1,453,499","343,867,663",20200406
85,印度,萬萬沒想到,2019/11/15,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STAR INDIA PRIVATE LIMITED, Through its division, FOX STAR STUDIOS",1,63,0.00%,"6,550","50,377","11,056,939",20200406
86,日本,魔法少女伊莉雅 百變嘉年華,2019/10/17,提恩傳媒實業有限公司,KADOKAWA CORPORATION,1,3,-90.91%,720,"1,491","357,961",20200406
87,日本,普羅米亞,2019/08/16,中影股份有限公司,東寶株式會社,4,32,-70.91%,"14,590","79,172","22,352,530",20200406
88,加拿大,哈柏太空之旅 3D,2019/02/04,國際電影事業有限公司,IMAX Corporation,1,0,-100.00%,0,604,"86,710",20200406
89,加拿大,深海獵奇 3D,2019/02/03,國際電影事業有限公司,IMAX Corporation,1,0,-100.00%,0,"1,198","149,139",20200406
90,香港,霸王別姬,2018/12/14,能率影業股份有限公司,湯臣(香港)電影有限公司,12,158,-79.10%,"44,033","52,427","12,484,262",20200406
91,澳洲,極限巔峰,2018/11/03,佳映娛樂國際股份有限公司,(英國)DOGWOOF,1,0,0.00%,0,523,"123,285",20200406
92,香港,阿飛正傳,2018/09/28,華映娛樂股份有限公司,(英屬維京群島)EAST ASIA FILMS DISTRIBUTION LIMITED##(香港)ESUN.COM LIMITED,2,255,-30.71%,"57,650","6,670","1,537,625",20200406
93,美國,鬼店,2018/09/28,美商華納兄弟(遠東)股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,1,2,-33.33%,518,"5,587","1,393,809",20200406
94,美國,侏羅紀世界:殞落國度,2018/06/06,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,5,39,-45.07%,"7,705","2,554,710","621,695,729",20200406
95,美國,噤界,2018/04/04,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,4,11,-60.71%,"2,330","315,716","72,409,444",20200406
96,美國,一級玩家,2018/03/29,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,5,213,0.00%,"105,850","1,416,521","362,149,303",20200406
97,美國,樂來越愛你,2016/12/09,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,(英國)LIONS GATE INTERNATIONAL (UK) LIMITED,17,415,0.00%,"110,412","561,368","132,732,054",20200406
98,義大利,完美陌生人,2016/10/21,海鵬影業有限公司,TRUE COLOURS GLORIOUS FILMS S.R.L,2,58,0.00%,"11,150","12,290","2,502,990",20200406
99,日本,情書,2016/09/09,可樂藝術文創股份有限公司,FORTISSIMO AMSTERDAM B.V,2,9,-40.00%,"1,870","13,738","3,100,543",20200406
100,日本,比海還深,2016/09/02,傳影互動股份有限公司,GAGA CORPORATION,1,16,0.00%,"3,430","22,147","4,906,642",20200406
101,南韓,下女的誘惑,2016/06/24,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,CJ E&M CORPORATION,3,136,0.00%,"32,085","32,539","6,775,730",20200406
102,美國,出神入化2,2016/06/08,英屬維京群島商高捷全球開發有限公司台灣分公司,"SUMMIT ENTERTAINMENT, LLC",4,7,-58.82%,"1,510","939,601","223,346,779",20200406
103,英國,李爾王,2016/04/23,威秀影城股份有限公司,THE ROYAL NATIONAL THEATRE,1,7,0.00%,"4,760","1,498","1,040,780",20200406
104,日本,橫山家之味,2009/04/03,傳影互動股份有限公司,(法國) CELLULOID DREAMS SAS,1,27,0.00%,"5,465","1,243","252,400",20200406
105,美國,刺激1995,1995/03/10,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,31,"1,133",-57.05%,"271,505","22,159","5,406,655",20200406
106,美國,第六感生死戀,1990/12/15,捷傑有限公司,United International Pictures,24,234,-70.90%,"54,068","1,922","442,773",20200406
1,日本,來自深淵 深沉靈魂的黎明,2020/04/10,向洋影業有限公司,株式会社KADOKAWA,17,"6,344",12.30%,"1,582,571","11,993","2,992,842",20200413
2,南韓,政客誠實中,2020/04/10,車庫娛樂股份有限公司,CONTENTS PANDA,51,"3,107",13.02%,"702,849","5,856","1,338,292",20200413
3,法國,真實,2020/04/10,車庫娛樂股份有限公司,GAGA CORPORATION,37,"1,372",12.74%,"301,374","2,589","561,483",20200413
4,美國,女聲我最美,2020/04/10,采昌國際多媒體股份有限公司,EMBANKMENT FILMS LIMITED,47,854,-17.17%,"182,048","1,885","403,726",20200413
5,法國,謝謝你,2020/04/10,天馬行空數位有限公司,(德國)PICTURE TREE INTERNATIONAL GMBH,8,411,42.71%,"90,359",699,"154,110",20200413
6,加拿大,特別嘉賓,2020/04/10,天馬行空數位有限公司,Playtime,10,320,15.94%,"67,263",596,"123,510",20200413
7,美國,搞鬼,2020/04/09,香港商甲上娛樂有限公司台灣分公司,BANKSIDE FILMS LTD,77,"8,877",17.59%,"2,037,579","16,426","3,764,803",20200413
8,日本,我的英雄學院劇場版：英雄新世紀,2020/04/01,薩摩亞商羚邦(亞洲)有限公司台灣分公司,"Toho Co., Ltd.",68,"9,741",-28.54%,"2,482,357","46,586","11,148,705",20200413
9,日本,犬鳴村,2020/04/01,車庫娛樂股份有限公司,"TOEI COMPANY, LTD.",49,"4,560",-46.95%,"1,064,588","28,496","6,686,310",20200413
10,美國,間諜速成班,2020/04/01,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",86,"2,750",-52.41%,"618,270","18,458","4,163,664",20200413
11,美國,魔髮精靈唱遊世界,2020/04/01,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,82,851,-65.07%,"196,457","10,316","2,353,971",20200413
12,墨西哥,羊男的迷宮,2020/04/01,車庫娛樂股份有限公司,(法國)WILD BUNCH,15,765,-38.11%,"177,410","3,445","800,774",20200413
13,日本,火口的二人,2020/04/01,采昌國際多媒體股份有限公司,Hakuhodo DY music & pictures Inc.,15,664,-41.81%,"152,609","3,481","795,508",20200413
14,澳洲,小魔花,2020/04/01,東昊影業有限公司,SOCIETE PARISIENNE DE PRODUCTION,11,181,-52.99%,"39,205","1,163","252,779",20200413
15,德國,馬丁伊登,2020/04/01,海鵬影業有限公司,The Match Factory,11,140,-60.11%,"27,185","1,082","216,789",20200413
16,泰國,冤鴦大盜,2020/04/01,英屬維京群島商高捷全球開發有限公司 台灣分公司,Mono Film Company Limited,30,118,-80.66%,"24,900","2,216","484,997",20200413
17,美國,拾光人生,2020/04/01,車庫娛樂股份有限公司,(英國)RELIANCE ENTERTAINMENT PRODUCTIONS 9 LTD.,8,55,-78.17%,"12,240",751,"164,950",20200413
18,日本,猛鬼大師收工沒?,2020/04/01,亮點國際影業有限公司,SDP INC.,3,6,-93.94%,"1,335",479,"113,103",20200413
19,南韓,抓住救命稻草的野獸們,2020/03/27,薩摩亞商雄讚股份有限公司台灣分公司,M-Line Distribution Corportation,56,756,-60.38%,"169,074","14,893","3,332,932",20200413
20,日本,Re：從零開始的異世界生活-外傳篇章電影,2020/03/27,木棉花國際股份有限公司,"KADOKAWA SHOTEN CO., LTD.",18,706,-53.00%,"156,115","12,715","2,825,829",20200413
21,美國,託陰2：布拉姆回來了,2020/03/27,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",60,676,-66.76%,"150,779","17,626","4,003,102",20200413
22,美國,絕命直播,2020/03/27,香港商甲上娛樂有限公司台灣分公司,"Live Movie, LLC",57,625,-65.41%,"138,631","15,980","3,630,387",20200413
23,美國,無聲救援,2020/03/27,車庫娛樂股份有限公司,ROCKET SCIENCE INDUSTRIES LTD.,22,187,-71.67%,"41,985","6,966","1,594,950",20200413
24,日本,最初的晚餐,2020/03/27,威視股份有限公司,KADOKAWA CORPORATION,9,61,-67.55%,"13,170","1,764","398,751",20200413
25,法國,迷雁返家路,2020/03/27,可樂藝術文創股份有限公司,Société Nouvelle de Distribution (SND),6,40,-75.31%,"8,855","1,792","392,078",20200413
26,美國,我的學生都是配樂大師,2020/03/27,造次文化有限公司,"Cardinal XD, LLC",4,39,-52.44%,"8,310",684,"155,969",20200413
27,日本,記憶屋,2020/03/27,天馬行空數位有限公司,"Shochiku Co., Ltd",7,31,-78.01%,"7,410","1,768","406,046",20200413
28,法國,聲入奇境：經典配樂大師,2020/03/27,佳映娛樂國際股份有限公司,Wide House,2,16,-75.76%,"3,745",505,"113,385",20200413
29,法國,奧斯卡配樂大師：亞歷山大戴斯培,2020/03/27,佳映娛樂國際股份有限公司,Wide House,1,15,-59.46%,"3,365",202,"43,302",20200413
30,加拿大,鏡中驚魂,2020/03/27,暗光鳥有限公司,"GEM ENTERTAINMENT, KFT.",2,14,-77.42%,"2,970",421,"93,209",20200413
31,英國,我們的家不是我們的家,2020/03/27,天馬行空數位有限公司,PROTAGONIST PICTURES LIMITED,1,3,-94.74%,680,538,"117,864",20200413
32,中華民國,我不流行二十年,2020/03/20,韶光電影有限公司,角頭文化事業股份有限公司,8,308,97.44%,"76,791","1,141","266,639",20200413
33,日本,搖滾師匠：細野晴臣,2020/03/20,中影股份有限公司,日活株式會社(NIKKATSU CORPORATION),4,32,-50.00%,"6,515","1,076","230,475",20200413
34,德國,不愛鋼琴師,2020/03/20,光年映畫有限公司,Beta Cinema GmbH,1,26,-38.10%,"5,700",830,"178,055",20200413
35,美國,依然相信,2020/03/20,車庫娛樂股份有限公司,LIONS GATE INTERNATIONAL (UK) LIMITED,4,16,-85.45%,"3,950","5,662","1,343,651",20200413
36,美國,A+瞎妹,2020/03/20,車庫娛樂股份有限公司,METRO-GOLDWYN-MAYER STUDIOS INC.,1,5,-88.37%,"1,400","2,865","661,211",20200413
37,南韓,神之一手：鬼手篇,2020/03/20,車庫娛樂股份有限公司,"CJ ENM CO., LTD.",2,3,-87.50%,740,"2,218","506,816",20200413
38,中華民國,練愛iNG,2020/03/13,威視股份有限公司,量能文創股份有限公司##聚善美文創娛樂有限公司##遊戲橘子數位科技股份有限公司##恆動工作室##天鵬翱翔集團有限公司,32,656,-38.63%,"155,264","38,417","8,955,795",20200413
39,日本,劇場版 不起眼女主角培育法 Fine,2020/03/13,車庫娛樂股份有限公司,ANIPLEX INC.,13,488,-44.29%,"117,219","19,892","4,856,633",20200413
40,美國,鋼鐵勳章,2020/03/13,采昌國際多媒體股份有限公司,Freeway Entertainment Kft,3,9,-83.02%,"2,090","12,153","2,745,341",20200413
41,泰國,通靈少年2020,2020/03/13,英屬維京群島商高捷全球開發有限公司 台灣分公司,"Sahamongkolfilm International Co., Ltd.",1,9,50.00%,"1,950","4,519","976,218",20200413
42,美國,安雅的回家路,2020/03/13,華映娛樂股份有限公司,"13 FILMS, LLC",1,10,0.00%,"1,600","1,488","314,521",20200413
43,美國,血衛,2020/03/12,薩摩亞商雄讚股份有限公司台灣分公司,"Bona Film Investment Company (Pacific RIM, USA)",78,"2,532",-43.66%,"592,993","257,684","61,486,687",20200413
44,南韓,大畫特務,2020/03/06,香港商甲上娛樂有限公司台灣分公司,"LOTTE CULTUREWORKS CO., LTD.",7,49,-55.05%,"10,130","51,657","11,815,980",20200413
45,法國,導演先生的完美假期,2020/03/06,繁盛映畫有限公司,Wild Bunch,1,24,-61.29%,"5,010","2,857","608,507",20200413
46,南韓,明明會說話,2020/03/06,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,LittleBig Pictures,1,11,-54.17%,"2,090","20,319","4,492,126",20200413
47,中華民國,狂飆一夢,2020/03/06,廖建華影像工作室,廖建華影像工作室##一顆星工作室有限公司,1,5,25.00%,"1,350","1,618","352,864",20200413
48,中華民國,女鬼橋,2020/02/27,星泰國際娛樂股份有限公司,樂到家國際娛樂股份有限公司##天馬傳播事業有限公司##得藝文創國際股份有限公司##大慕影藝國際事業股份有限公司##氧氣電影有限公司##華映娛樂股份有限公司##海樂影業股份有限公司,40,470,-47.43%,"105,531","250,849","57,867,334",20200413
49,美國,隱形人,2020/02/27,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,27,321,-55.66%,"80,185","219,951","52,313,033",20200413
50,日本,鳴鳥不飛：烏雲密布,2020/02/27,采昌國際多媒體股份有限公司,SPO Entertainment Inc.,8,94,-29.32%,"23,530","28,428","6,918,402",20200413
51,美國,極地守護犬,2020/02/27,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",4,14,-75.00%,"2,790","71,301","15,992,532",20200413
52,美國,音速小子,2020/02/21,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,2,5,-50.00%,"1,040","102,393","24,022,760",20200413
53,英國,羅密歐與茱麗葉,2020/02/14,威秀影城股份有限公司,More2Screen Limited,4,11,0.00%,"7,960",70,"48,960",20200413
54,美國,逃出夢幻島,2020/02/14,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,1,102,0.00%,"7,860","97,981","21,888,932",20200413
55,泰國,就愛斷捨離,2020/02/14,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,GDH 559 COMPANY LIMITED,2,125,0.00%,"6,655","5,739","1,299,406",20200413
56,日本,愛情人形,2020/02/14,天馬行空數位有限公司,NIKKATSU CORPORATION,1,23,91.67%,"3,510","3,388","766,126",20200413
57,美國,雨天 . 紐約,2020/02/14,香港商甲上娛樂有限公司台灣分公司,Krisolta Film & TV (UK) LIMITED,1,20,0.00%,"3,200","11,116","2,566,018",20200413
58,日本,全境失控,2020/02/14,采昌國際多媒體股份有限公司,日本テレビ放送網株式会社,1,12,0.00%,"1,920","4,657","991,902",20200413
59,日本,蜜蜂與遠雷,2020/02/07,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"Toho Co., Ltd",1,19,58.33%,"2,740","6,432","1,449,683",20200413
60,美國,1917,2020/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,10,775,19.97%,"248,935","299,360","73,884,096",20200413
61,美國,杜立德,2020/01/23,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,6,709,228.24%,"56,575","316,675","75,848,057",20200413
62,中華民國,你的情歌,2020/01/23,香港商甲上娛樂有限公司台灣分公司,奇想事企業有限公司##能率影業股份有限公司##香港商甲上娛樂有限公司台灣分公司 ##采昌國際多媒體股份有限公司  ##英屬維京群島商敦宜股份有限公司台灣分公司,2,145,229.55%,"13,080","82,765","19,384,348",20200413
63,香港,肥龍過江,2020/01/23,華映娛樂股份有限公司,星王朝有限公司##上海博納文化傳媒有限公司##博納影業集團股份有限公司##上海新文化影業有限公司##電視廣播有限公司##太陽娛樂文化有限公司##上海杠杠影視文化有限公司##霍爾果斯環星影視傳媒有限公司##上海優創影視文化有限公司,5,114,-30.91%,"11,865","61,935","13,594,747",20200413
64,俄羅斯,岳父受死吧,2020/01/23,麻吉砥加電影有限公司,REEL SUSPECTS S.A.R.L.,2,12,33.33%,"2,590",317,"72,309",20200413
65,中華民國,喜從天降,2020/01/23,影一製作所股份有限公司,影一製作所股份有限公司,1,12,-40.00%,"1,760","16,071","3,636,679",20200413
66,美國,深海終劫站,2020/01/22,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",6,413,-6.35%,"30,570","178,278","40,501,300",20200413
67,美國,變身特務,2020/01/22,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",4,294,40.67%,"18,680","181,510","41,385,282",20200413
